repo_full_name,quarter,vuln_count,vuln_critical,vuln_high,vuln_medium,vuln_low,vuln_severe,stars,forks,log_stars,transparency_index,governance_index,governance_artifact_score,scorecard_score,external_contributor_ratio,bus_factor_proxy_k50,gini_contrib,top1_share,contributor_count
jupyter/notebook,2022-Q1,1,0,0,0,0,0,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2022-Q2,6,2,3,0,0,5,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2024-Q1,2,0,2,0,0,2,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyter/notebook,2024-Q3,1,0,1,0,0,1,12933.0,5589.0,9.46761478200654,0.9290780141843972,0.338,0.2,4.3,0.8,4.0,0.831624803767661,0.2331240188383045,100.0
jupyterlab/jupyterlab,2021-Q3,2,1,0,0,0,1,15006.0,3893.0,9.616272037895987,0.9646128841607564,0.404,0.2,5.4,0.91,3.0,0.8251049610818462,0.2843777026495793,99.0
jupyterlab/jupyterlab,2024-Q1,2,0,2,0,0,2,15006.0,3893.0,9.616272037895987,0.9646128841607564,0.404,0.2,5.4,0.91,3.0,0.8251049610818462,0.2843777026495793,99.0
jupyterlab/jupyterlab,2024-Q3,1,0,1,0,0,1,15006.0,3893.0,9.616272037895987,0.9646128841607564,0.404,0.2,5.4,0.91,3.0,0.8251049610818462,0.2843777026495793,99.0
jupyterlab/jupyterlab,2025-Q3,1,0,1,0,0,1,15006.0,3893.0,9.616272037895987,0.9646128841607564,0.404,0.2,5.4,0.91,3.0,0.8251049610818462,0.2843777026495793,99.0
keras-team/keras,2024-Q2,1,1,0,0,0,1,63755.0,19688.0,11.062818576238945,0.99645390070922,0.622,0.4,7.7,0.99,3.0,0.7444939446366782,0.4230103806228373,100.0
keras-team/keras,2025-Q1,2,2,0,0,0,2,63755.0,19688.0,11.062818576238945,0.99645390070922,0.622,0.4,7.7,0.99,3.0,0.7444939446366782,0.4230103806228373,100.0
keras-team/keras,2025-Q3,3,2,1,0,0,3,63755.0,19688.0,11.062818576238945,0.99645390070922,0.622,0.4,7.7,0.99,3.0,0.7444939446366782,0.4230103806228373,100.0
keras-team/keras,2025-Q4,3,2,1,0,0,3,63755.0,19688.0,11.062818576238945,0.99645390070922,0.622,0.4,7.7,0.99,3.0,0.7444939446366782,0.4230103806228373,100.0
keras-team/keras,2026-Q1,2,2,0,0,0,2,63755.0,19688.0,11.062818576238945,0.99645390070922,0.622,0.4,7.7,0.99,3.0,0.7444939446366782,0.4230103806228373,100.0
kjd/idna,2024-Q2,1,0,1,0,0,1,274.0,110.0,5.616771097666572,0.5407801418439716,0.476,0.2,6.6,0.41,1.0,0.8512820512820513,0.7692307692307693,28.0
kjd/idna,2024-Q3,1,1,0,0,0,1,274.0,110.0,5.616771097666572,0.5407801418439716,0.476,0.2,6.6,0.41,1.0,0.8512820512820513,0.7692307692307693,28.0
lxml/lxml,2014-Q2,1,0,0,0,0,0,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
lxml/lxml,2018-Q4,1,0,0,0,0,0,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
lxml/lxml,2020-Q4,1,0,0,0,0,0,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
lxml/lxml,2021-Q1,3,0,2,0,0,2,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
lxml/lxml,2021-Q4,1,1,0,0,0,1,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
lxml/lxml,2022-Q2,2,0,2,0,0,2,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
lxml/lxml,2022-Q3,2,0,1,0,0,1,2993.0,608.0,8.004365564979574,1.0,0.502,0.4,5.7,1.0,1.0,0.9265736607142856,0.8392857142857143,100.0
marshmallow-code/marshmallow,2018-Q3,1,0,0,0,0,0,7233.0,654.0,8.886547412512042,0.9822695035460992,0.5940000000000001,0.6,5.9,0.95,1.0,0.8941083521444695,0.6103273137697517,100.0
marshmallow-code/marshmallow,2018-Q4,1,0,1,0,0,1,7233.0,654.0,8.886547412512042,0.9822695035460992,0.5940000000000001,0.6,5.9,0.95,1.0,0.8941083521444695,0.6103273137697517,100.0
marshmallow-code/marshmallow,2025-Q4,1,0,1,0,0,1,7233.0,654.0,8.886547412512042,0.9822695035460992,0.5940000000000001,0.6,5.9,0.95,1.0,0.8941083521444695,0.6103273137697517,100.0
microsoft/LightGBM,2024-Q4,2,2,0,0,0,2,18072.0,3982.0,9.802174390835638,0.950428486997636,0.6920000000000001,0.8,6.2,0.87,2.0,0.8671752694271129,0.2566647759500851,99.0
mitmproxy/pdoc,2024-Q2,1,1,0,0,0,1,2460.0,213.0,7.808323050391055,0.7507387706855794,0.55,0.4,6.5,0.63,1.0,0.8891203136486155,0.5992812219227314,66.0
mkdocs/mkdocs,2021-Q4,2,2,0,0,0,2,21689.0,2587.0,9.98460660382092,0.9184397163120568,0.32,0.2,4.0,0.77,2.0,0.8652760736196319,0.3476482617586912,100.0
mongodb/mongo-python-driver,2013-Q3,1,0,0,0,0,0,4331.0,1138.0,8.37378460812088,0.8263150118203311,0.532,0.4,6.2,0.52,3.0,0.893803125,0.22375,99.0
mongodb/mongo-python-driver,2022-Q2,1,0,1,0,0,1,4331.0,1138.0,8.37378460812088,0.8263150118203311,0.532,0.4,6.2,0.52,3.0,0.893803125,0.22375,99.0
mongodb/mongo-python-driver,2024-Q2,1,0,1,0,0,1,4331.0,1138.0,8.37378460812088,0.8263150118203311,0.532,0.4,6.2,0.52,3.0,0.893803125,0.22375,99.0
nltk/nltk,2019-Q3,2,1,0,0,0,1,14494.0,2977.0,9.581559041355757,0.9220596926713948,0.502,0.4,5.7,0.79,2.0,0.8383354820226329,0.3702191663085518,99.0
nltk/nltk,2021-Q3,2,1,0,0,0,1,14494.0,2977.0,9.581559041355757,0.9220596926713948,0.502,0.4,5.7,0.79,2.0,0.8383354820226329,0.3702191663085518,99.0
nltk/nltk,2021-Q4,1,0,0,0,0,0,14494.0,2977.0,9.581559041355757,0.9220596926713948,0.502,0.4,5.7,0.79,2.0,0.8383354820226329,0.3702191663085518,99.0
nltk/nltk,2022-Q1,3,2,0,0,0,2,14494.0,2977.0,9.581559041355757,0.9220596926713948,0.502,0.4,5.7,0.79,2.0,0.8383354820226329,0.3702191663085518,99.0
nltk/nltk,2024-Q2,2,1,0,0,0,1,14494.0,2977.0,9.581559041355757,0.9220596926713948,0.502,0.4,5.7,0.79,2.0,0.8383354820226329,0.3702191663085518,99.0
numpy/numpy,2017-Q3,1,0,0,0,0,0,31403.0,12029.0,10.354690552318148,0.8085106382978724,0.512,0.2,7.2,0.46,6.0,0.7237715829896174,0.203242781965581,100.0
numpy/numpy,2018-Q1,2,0,0,0,0,0,31403.0,12029.0,10.354690552318148,0.8085106382978724,0.512,0.2,7.2,0.46,6.0,0.7237715829896174,0.203242781965581,100.0
numpy/numpy,2019-Q1,1,0,0,0,0,0,31403.0,12029.0,10.354690552318148,0.8085106382978724,0.512,0.2,7.2,0.46,6.0,0.7237715829896174,0.203242781965581,100.0
numpy/numpy,2021-Q4,5,0,1,0,0,1,31403.0,12029.0,10.354690552318148,0.8085106382978724,0.512,0.2,7.2,0.46,6.0,0.7237715829896174,0.203242781965581,100.0
numpy/numpy,2022-Q1,3,1,1,1,0,2,31403.0,12029.0,10.354690552318148,0.8085106382978724,0.512,0.2,7.2,0.46,6.0,0.7237715829896174,0.203242781965581,100.0
numpy/numpy,2022-Q2,4,2,0,2,0,2,31403.0,12029.0,10.354690552318148,0.8085106382978724,0.512,0.2,7.2,0.46,6.0,0.7237715829896174,0.203242781965581,100.0
opencv/opencv-python,2021-Q4,30,22,5,3,0,27,5182.0,999.0,8.553139318189707,0.8116873522458631,0.392,0.2,5.2,0.89,1.0,0.8952103644572401,0.5910815939278937,57.0
opencv/opencv-python,2023-Q3,1,0,0,0,0,0,5182.0,999.0,8.553139318189707,0.8116873522458631,0.392,0.2,5.2,0.89,1.0,0.8952103644572401,0.5910815939278937,57.0
opencv/opencv-python,2024-Q3,1,1,0,0,0,1,5182.0,999.0,8.553139318189707,0.8116873522458631,0.392,0.2,5.2,0.89,1.0,0.8952103644572401,0.5910815939278937,57.0
pallets/flask,2018-Q3,2,1,0,0,0,1,71144.0,16696.0,11.172475326979791,0.9894355791962176,0.36,0.0,6.0,0.98,2.0,0.8548394097222223,0.3917100694444444,99.0
pallets/flask,2019-Q3,2,1,0,0,0,1,71144.0,16696.0,11.172475326979791,0.9894355791962176,0.36,0.0,6.0,0.98,2.0,0.8548394097222223,0.3917100694444444,99.0
pallets/flask,2023-Q2,2,1,0,0,0,1,71144.0,16696.0,11.172475326979791,0.9894355791962176,0.36,0.0,6.0,0.98,2.0,0.8548394097222223,0.3917100694444444,99.0
pallets/flask,2025-Q2,1,0,0,1,0,0,71144.0,16696.0,11.172475326979791,0.9894355791962176,0.36,0.0,6.0,0.98,2.0,0.8548394097222223,0.3917100694444444,99.0
pallets/jinja,2014-Q2,2,0,0,0,0,0,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2019-Q2,4,2,0,0,0,2,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2021-Q1,2,0,1,0,0,1,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2022-Q2,2,1,1,0,0,2,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2024-Q1,1,0,1,0,0,1,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2024-Q2,1,0,1,0,0,1,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2024-Q4,2,1,1,0,0,2,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/jinja,2025-Q1,1,1,0,0,0,1,11441.0,1693.0,9.345046074828474,0.9148936170212766,0.318,0.0,5.3,0.76,2.0,0.8961753868828297,0.478629329403095,100.0
pallets/quart,2024-Q4,1,1,0,0,0,1,3591.0,193.0,8.18646442942209,0.9681589834515368,0.08,0.2,,0.92,1.0,0.8838037865748709,0.810671256454389,99.0
pallets/werkzeug,2017-Q4,1,0,0,0,0,0,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2019-Q3,2,1,0,0,0,1,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2020-Q4,1,0,0,0,0,0,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2021-Q2,1,0,1,0,0,1,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2022-Q2,3,1,1,0,0,2,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2023-Q1,4,1,0,1,0,1,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2023-Q4,2,1,1,0,0,2,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2024-Q2,1,1,0,0,0,1,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2024-Q4,2,1,1,0,0,2,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2025-Q4,1,0,1,0,0,1,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pallets/werkzeug,2026-Q1,1,0,1,0,0,1,6840.0,1761.0,8.830689198760998,0.946808510638298,0.366,0.0,6.1,0.85,2.0,0.8884925373134328,0.3332089552238806,100.0
pandas-dev/pandas,2020-Q2,1,0,0,0,0,0,47834.0,19626.0,10.775512868112267,0.9929816784869976,0.464,0.2,6.4,0.99,5.0,0.7560412195537387,0.1692726963038664,99.0
paramiko/paramiko,2008-Q1,1,0,0,0,0,0,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
paramiko/paramiko,2018-Q1,1,0,0,0,0,0,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
paramiko/paramiko,2018-Q3,1,1,0,0,0,1,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
paramiko/paramiko,2018-Q4,2,1,0,0,0,1,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
paramiko/paramiko,2022-Q1,2,0,1,0,0,1,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
paramiko/paramiko,2022-Q2,1,0,1,0,0,1,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
paramiko/paramiko,2023-Q4,1,1,0,0,0,1,9666.0,2034.0,9.176473302464606,0.9437056737588652,0.46,0.4,5.0,0.9,1.0,0.9142177215189874,0.6967088607594937,94.0
psf/black,2024-Q1,2,0,1,0,0,1,41363.0,2721.0,10.630166216304866,0.8794326241134752,0.6779999999999999,0.6,7.3,0.66,5.0,0.7604640371229698,0.2157772621809744,100.0
psf/requests,2014-Q4,2,0,0,0,0,0,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
psf/requests,2015-Q1,1,0,0,0,0,0,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
psf/requests,2018-Q4,2,1,0,0,0,1,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
psf/requests,2022-Q2,3,0,2,0,0,2,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
psf/requests,2023-Q2,2,0,1,0,0,1,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
psf/requests,2024-Q2,1,0,0,1,0,0,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
psf/requests,2025-Q2,1,0,1,0,0,1,53721.0,9731.0,10.891577880026055,0.9717050827423168,0.916,1.0,8.6,0.93,2.0,0.8517780252412769,0.3973645137342242,99.0
pyca/cryptography,2017-Q1,1,0,0,0,0,0,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2018-Q3,2,1,0,0,0,1,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2020-Q4,1,0,1,0,0,1,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2021-Q1,3,1,0,0,0,1,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2022-Q2,1,1,0,0,0,1,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2022-Q4,1,0,0,0,0,0,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2023-Q1,2,1,1,0,0,2,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2023-Q2,1,0,0,0,0,0,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2023-Q3,4,1,0,0,0,1,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2023-Q4,2,2,0,0,0,2,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2024-Q1,4,3,0,1,0,3,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2024-Q3,1,0,0,0,0,0,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2025-Q1,1,0,0,0,0,0,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/cryptography,2026-Q1,1,1,0,0,0,1,7469.0,1702.0,8.918650278126863,0.7198581560283688,0.48,0.0,8.0,0.21,2.0,0.9183122127837348,0.3257902799053057,100.0
pyca/pyopenssl,2013-Q3,1,0,0,0,0,0,931.0,422.0,6.837332814685591,0.7663268321513002,0.378,0.0,6.3,0.39,3.0,0.8612848689771766,0.2041420118343195,95.0
pyca/pyopenssl,2018-Q4,4,2,0,0,0,2,931.0,422.0,6.837332814685591,0.7663268321513002,0.378,0.0,6.3,0.39,3.0,0.8612848689771766,0.2041420118343195,95.0
pyca/pyopenssl,2022-Q2,1,1,0,0,0,1,931.0,422.0,6.837332814685591,0.7663268321513002,0.378,0.0,6.3,0.39,3.0,0.8612848689771766,0.2041420118343195,95.0
pydantic/pydantic,2021-Q2,2,0,0,1,0,0,26720.0,2430.0,10.193205052099978,0.875886524822695,0.47,0.2,6.5,0.65,4.0,0.8441126279863481,0.2495733788395904,100.0
pydantic/pydantic,2024-Q2,1,1,0,0,0,1,26720.0,2430.0,10.193205052099978,0.875886524822695,0.47,0.2,6.5,0.65,4.0,0.8441126279863481,0.2495733788395904,100.0
pypa/pip,2013-Q3,2,0,0,0,0,0,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2014-Q4,1,0,0,0,0,0,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2019-Q4,1,0,0,0,0,0,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2020-Q3,1,0,0,0,0,0,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2021-Q2,1,1,0,0,0,1,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2021-Q4,2,0,1,0,0,1,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2022-Q2,4,2,2,0,0,4,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2023-Q4,2,0,0,2,0,0,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2025-Q3,1,1,0,0,0,1,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/pip,2026-Q1,1,0,0,1,0,0,10086.0,3229.0,9.219002745054835,0.9929816784869976,0.5820000000000001,0.6,5.7,0.99,5.0,0.7816704610130906,0.2185543540125213,99.0
pypa/setuptools,2013-Q3,1,0,0,0,0,0,2804.0,1361.0,7.9391588179567965,0.9822695035460992,0.472,0.4,5.2,0.95,2.0,0.822095800437869,0.4715716844689179,100.0
pypa/setuptools,2022-Q2,1,1,0,0,0,1,2804.0,1361.0,7.9391588179567965,0.9822695035460992,0.472,0.4,5.2,0.95,2.0,0.822095800437869,0.4715716844689179,100.0
pypa/setuptools,2022-Q4,2,1,0,0,0,1,2804.0,1361.0,7.9391588179567965,0.9822695035460992,0.472,0.4,5.2,0.95,2.0,0.822095800437869,0.4715716844689179,100.0
pypa/setuptools,2024-Q3,1,1,0,0,0,1,2804.0,1361.0,7.9391588179567965,0.9822695035460992,0.472,0.4,5.2,0.95,2.0,0.822095800437869,0.4715716844689179,100.0
pypa/setuptools,2025-Q2,2,2,0,0,0,2,2804.0,1361.0,7.9391588179567965,0.9822695035460992,0.472,0.4,5.2,0.95,2.0,0.822095800437869,0.4715716844689179,100.0
pypa/wheel,2022-Q4,2,1,0,0,0,1,548.0,175.0,6.3080984415095305,0.9088356973995272,0.348,0.0,5.8,0.88,2.0,0.8567919142763558,0.3651911468812877,86.0
pypa/wheel,2026-Q1,1,0,1,0,0,1,548.0,175.0,6.3080984415095305,0.9088356973995272,0.348,0.0,5.8,0.88,2.0,0.8567919142763558,0.3651911468812877,86.0
python-babel/babel,2021-Q4,2,0,1,0,0,1,1426.0,464.0,7.263329617476836,0.8829787234042553,0.61,0.4,7.5,0.67,3.0,0.8529320619785459,0.3140643623361144,100.0
python-pillow/Pillow,2014-Q2,3,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2014-Q3,1,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2015-Q1,1,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2015-Q2,1,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2016-Q2,3,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2016-Q4,2,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2017-Q2,1,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2018-Q3,6,1,4,1,0,5,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2019-Q4,2,1,0,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2020-Q1,5,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2020-Q2,8,1,1,1,0,2,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2020-Q3,4,1,1,2,0,2,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2021-Q1,22,8,3,0,0,11,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2021-Q2,13,5,0,2,0,5,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2021-Q3,3,1,0,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2021-Q4,4,3,0,1,0,3,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2022-Q1,9,2,2,0,0,4,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2022-Q2,9,7,1,1,0,8,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2022-Q3,1,0,0,0,0,0,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2022-Q4,5,2,0,0,0,2,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
python-pillow/Pillow,2023-Q3,2,1,0,0,0,1,13368.0,2403.0,9.500693872983122,0.9397163120567376,0.696,0.6,7.6,0.83,2.0,0.90924017111428,0.352566714198411,100.0
