repo_full_name,package_name,osv_id,severity_class,severity_raw,published,fix_version,fix_date,time_to_fix_days,is_fixed,aliases,duration_days,severity_missing
pallets/werkzeug,werkzeug,GHSA-hgf8-39gv-g3f2,high,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,2025-12-02T00:27:38Z,3.1.4,2025-11-29 02:15:21.130779+00:00,-2.925195245613426,1,CVE-2025-66221,-2.925195245613426,0
pallets/werkzeug,werkzeug,GHSA-hrfv-mqp8-q5rw,high,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2023-10-25T14:22:59Z,3.0.1,2023-10-24 20:57:47.326559+00:00,-0.7258295537152778,1,CVE-2023-46136;PYSEC-2023-221,-0.7258295537152778,0
pallets/werkzeug,werkzeug,GHSA-j544-7q9p-6xp8,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2022-05-24T16:51:33Z,0.15.5,2019-07-17 15:31:42.496308+00:00,-1042.0554456445834,1,CVE-2019-14322,-1042.0554456445834,0
pallets/werkzeug,werkzeug,GHSA-px8h-6qxv-m22q,medium,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N,2023-02-15T15:37:03Z,2.2.3,2023-02-14 17:18:42.614039+00:00,-0.929402615289352,1,CVE-2023-23934;PYSEC-2023-57,-0.929402615289352,0
pallets/werkzeug,werkzeug,GHSA-q34m-jh98-gwm2,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024-10-25T19:44:43Z,3.0.6,2024-10-25 18:52:30.129603+00:00,-0.0362600740393518,1,CVE-2024-49767,-0.0362600740393518,0
pallets/werkzeug,werkzeug,GHSA-xg9f-g7g7-2323,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2023-02-15T15:36:26Z,2.2.3,2023-02-14 17:18:42.614039+00:00,-0.9289743745486112,1,CVE-2023-25577;PYSEC-2023-58,-0.9289743745486112,0
pallets/werkzeug,werkzeug,PYSEC-2017-43,unknown,,2017-10-23T16:29:00Z,0.11.11,2016-08-31 13:13:17.848103+00:00,-418.1359045358449,1,CVE-2016-10516;GHSA-h2fp-xgx6-xh6f,-418.1359045358449,1
pallets/werkzeug,werkzeug,PYSEC-2019-140,unknown,,2019-08-09T15:15:00Z,00bc43b1672e662e5e3b8cecd79e67fc968fa246,,,0,CVE-2019-14806;GHSA-gq9m-qvpx-68hc,2384.01055000728,1
pallets/werkzeug,werkzeug,PYSEC-2020-157,unknown,,2020-11-18T15:15:00Z,0.11.6,2016-04-14 13:48:58.283430+00:00,-1679.0597420899303,1,CVE-2020-28724;GHSA-3p3h-qghp-hvh2,-1679.0597420899303,1
pallets/werkzeug,werkzeug,PYSEC-2022-203,unknown,,2022-05-25T01:15:00Z,9a3a981d70d2e9ec3344b5192f86fcaf3210cd85,,,0,CVE-2022-29361,1364.5938833406133,1
pallets/werkzeug,werkzeug,PYSEC-2023-221,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2023-10-25T18:17:00Z,f3c803b3ade485a45f12b6d6617595350c0f03e2,,,0,CVE-2023-46136;GHSA-hrfv-mqp8-q5rw,845.884161118391,0
pallets/werkzeug,werkzeug,PYSEC-2023-57,unknown,,2023-02-14T20:15:00Z,cf275f42acad1b5950c50ffe8ef58fe62cdce028,,,0,CVE-2023-23934;GHSA-px8h-6qxv-m22q,1098.8022166739463,1
pallets/werkzeug,werkzeug,PYSEC-2023-58,unknown,,2023-02-14T20:15:00Z,517cac5a804e8c4dc4ed038bb20dacd038e7a9f1,,,0,CVE-2023-25577;GHSA-xg9f-g7g7-2323,1098.8022166739463,1
http://github.com/sanic-org/sanic,sanic,GHSA-7p79-6x2v-5h88,unknown,,2022-02-16T22:57:57Z,20.12.6,2022-02-16 16:04:51.945285+00:00,-0.2868640592013888,1,,-0.2868640592013888,1
http://github.com/sanic-org/sanic,sanic,GHSA-8cw9-5hmv-77w6,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:L,2022-08-06T05:21:19Z,22.6.1,2022-07-31 11:33:01.131290+00:00,-5.741873480439815,1,CVE-2022-35920,-5.741873480439815,0
http://github.com/sanic-org/sanic,sanic,GHSA-mpmf-hr8p-p49g,critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2022-05-17T00:19:52Z,0.5.1,2017-04-14 19:04:59.029369+00:00,-1858.2186686415623,1,CVE-2017-16762;PYSEC-2017-40,-1858.2186686415623,0
http://github.com/sanic-org/sanic,sanic,PYSEC-2017-40,unknown,,2017-11-10T09:29:00Z,0.5.1,2017-04-14 19:04:59.029369+00:00,-209.6000112341551,1,CVE-2017-16762;GHSA-mpmf-hr8p-p49g,-209.6000112341551,1
pallets/quart,quart,GHSA-q34m-jh98-gwm2,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024-10-25T19:44:43Z,0.20.0,2024-12-23 13:53:02.842205+00:00,58.75578521070602,1,CVE-2024-49767,58.75578521070602,0
encode/django-rest-framework,djangorestframework,GHSA-fx83-3ph3-9j2q,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2021-03-19T21:32:47Z,3.11.2,2020-09-30 08:16:08.799204+00:00,-170.55321991662038,1,CVE-2020-25626;PYSEC-2020-263,-170.55321991662038,0
encode/django-rest-framework,djangorestframework,GHSA-gw84-84pc-xp82,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2024-06-26T06:30:29Z,3.15.2,2024-06-19 07:59:26.106526+00:00,-6.938227933726853,1,CVE-2024-21520,-6.938227933726853,0
encode/django-rest-framework,djangorestframework,PYSEC-2020-263,unknown,,2020-09-30T20:15:00Z,3.11.2,2020-09-30 08:16:08.799204+00:00,-0.4992037129166666,1,CVE-2020-25626;GHSA-fx83-3ph3-9j2q,-0.4992037129166666,1
strawberry-graphql/strawberry,strawberry-graphql,GHSA-5xh2-23cc-5jc6,high,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2025-01-09T18:51:51Z,0.257.0,2025-01-09 18:31:31.410816+00:00,-0.0141156155555555,1,CVE-2025-22151,-0.0141156155555555,0
strawberry-graphql/strawberry,strawberry-graphql,GHSA-79gp-q4wv-33fr,medium,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:L,2024-09-25T18:21:19Z,0.243.0,2024-09-25 16:11:19.569091+00:00,-0.0902711910763888,1,CVE-2024-47082;PYSEC-2024-171,-0.0902711910763888,0
strawberry-graphql/strawberry,strawberry-graphql,PYSEC-2024-171,critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,2024-09-25T18:15:05Z,37265b230e511480a9ceace492f9f6a484be1387,,,0,CVE-2024-47082;GHSA-79gp-q4wv-33fr,509.88549213690976,0
pandas-dev/pandas,pandas,PYSEC-2020-73,unknown,,2020-05-15T19:15:00Z,1.0.4,2020-05-29 11:49:40.716225+00:00,13.690749030381946,1,CVE-2020-13091,13.690749030381946,1
numpy/numpy,numpy,GHSA-2fc2-6r4j-p65h,medium,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2022-05-14T01:08:34Z,1.8.1,2016-04-20 04:22:59.657398+00:00,-2214.8649808171526,1,CVE-2014-1859;PYSEC-2018-34,-2214.8649808171526,0
numpy/numpy,numpy,GHSA-5545-2q6w-2gh6,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-02-08T00:00:56Z,1.19,,,0,CVE-2021-41495;PYSEC-2021-856,1470.6453185257983,0
numpy/numpy,numpy,GHSA-6p56-wp2h-9hxr,high,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H,2022-01-07T00:09:39Z,1.21,,,0,CVE-2021-33430;PYSEC-2021-854,1502.6392652850575,0
numpy/numpy,numpy,GHSA-9fq2-x9r6-wfmf,critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2022-05-24T22:00:57Z,,,,0,CVE-2019-6446;PYSEC-2019-108,1364.7286402850575,0
numpy/numpy,numpy,GHSA-cw6w-4rcx-xphc,medium,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2022-05-14T03:48:04Z,1.8.1,2016-04-20 04:22:59.657398+00:00,-2214.975744706041,1,CVE-2014-1858;PYSEC-2018-33,-2214.975744706041,0
numpy/numpy,numpy,GHSA-f7c7-j99h-c22f,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2022-02-08T00:00:56Z,1.19,,,0,CVE-2021-41496;PYSEC-2021-857,1470.6453185257983,0
numpy/numpy,numpy,GHSA-fpfv-jqm9-f5jm,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2021-12-18T00:00:41Z,1.22,,,0,CVE-2021-34141;PYSEC-2021-855,1522.6454921369095,0
numpy/numpy,numpy,GHSA-frgw-fgh6-9g52,critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-13T01:42:46Z,1.13.3,2017-09-30 20:05:20.632905+00:00,-1685.2343213784145,1,CVE-2017-12852;PYSEC-2017-1,-1685.2343213784145,0
numpy/numpy,numpy,PYSEC-2017-1,unknown,,2017-08-15T16:29:00Z,1.13.3,2017-09-30 20:05:20.632905+00:00,46.15023880677083,1,CVE-2017-12852;GHSA-frgw-fgh6-9g52,46.15023880677083,1
numpy/numpy,numpy,PYSEC-2018-33,unknown,,2018-01-08T19:29:00Z,0bb46c1448b0d3f5453d5182a17ea7ac5854ee15,,,0,CVE-2014-1858;GHSA-cw6w-4rcx-xphc,2961.834161118391,1
numpy/numpy,numpy,PYSEC-2018-34,unknown,,2018-01-08T19:29:00Z,0bb46c1448b0d3f5453d5182a17ea7ac5854ee15,,,0,CVE-2014-1859;GHSA-2fc2-6r4j-p65h,2961.834161118391,1
numpy/numpy,numpy,PYSEC-2019-108,unknown,,2019-01-16T05:29:00Z,1.16.1,2019-01-31 23:13:15.370526+00:00,15.73906678849537,1,CVE-2019-6446;GHSA-9fq2-x9r6-wfmf,15.73906678849537,1
numpy/numpy,numpy,PYSEC-2021-854,unknown,,2021-12-17T19:15:00Z,1.10.0,2016-04-20 04:13:06.946151+00:00,-2067.6263084936227,1,CVE-2021-33430;GHSA-6p56-wp2h-9hxr,-2067.6263084936227,1
numpy/numpy,numpy,PYSEC-2021-855,unknown,,2021-12-17T19:15:00Z,1.10.0,2016-04-20 04:13:06.946151+00:00,-2067.6263084936227,1,CVE-2021-34141;GHSA-fpfv-jqm9-f5jm,-2067.6263084936227,1
numpy/numpy,numpy,PYSEC-2021-856,unknown,,2021-12-17T20:15:00Z,1.19.1,2020-07-21 20:54:49.738073+00:00,-513.9723409945254,1,CVE-2021-41495;GHSA-5545-2q6w-2gh6,-513.9723409945254,1
numpy/numpy,numpy,PYSEC-2021-857,unknown,,2021-12-17T20:15:00Z,1.19.0,2020-06-20 20:14:54.337985+00:00,-545.000065532581,1,CVE-2021-41496;GHSA-f7c7-j99h-c22f,-545.000065532581,1
scipy/scipy,scipy,GHSA-xp76-357g-9wqq,high,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2022-05-05T00:28:59Z,0.12.1,2016-04-20 04:58:55.522968+00:00,-2205.812540243426,1,CVE-2013-4251;PYSEC-2019-156,-2205.812540243426,0
scipy/scipy,scipy,PYSEC-2019-156,unknown,,2019-11-04T20:15:00Z,bd296e0336420b840fcd2faabb97084fd252a973,,,0,CVE-2013-4251;GHSA-xp76-357g-9wqq,2296.8022166739465,1
scipy/scipy,scipy,PYSEC-2023-102,unknown,,2023-07-05T17:15:00Z,1.10.0,2023-01-03 22:34:14.343706+00:00,-182.77830620710648,1,CVE-2023-25399,-182.77830620710648,1
scipy/scipy,scipy,PYSEC-2023-114,unknown,,2023-07-06T21:15:00Z,1.8.0,2022-02-05 22:53:25.062710+00:00,-515.9316543667824,1,CVE-2023-29824,-515.9316543667824,1
scikit-learn/scikit-learn,scikit-learn,GHSA-jjw5-xxj6-pcv5,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2022-05-24T17:17:59Z,,,,0,CVE-2020-13092;PYSEC-2020-107,1364.9251449146873,0
scikit-learn/scikit-learn,scikit-learn,GHSA-jw8x-6495-233v,high,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,2024-06-06T21:30:37Z,1.5.0,2024-05-21 16:33:03.119971+00:00,-16.206642129965278,1,CVE-2024-5206;PYSEC-2024-110,-16.206642129965278,0
scikit-learn/scikit-learn,scikit-learn,GHSA-jxfp-4rvq-9h9m,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-24T17:34:40Z,1.0.1,2021-10-25 11:00:07.027689+00:00,-211.27399273508104,1,CVE-2020-28975;PYSEC-2020-108,-211.27399273508104,0
scikit-learn/scikit-learn,scikit-learn,PYSEC-2020-107,unknown,,2020-05-15T19:15:00Z,0.23.1,2020-05-19 19:24:42.399106+00:00,4.006740730393519,1,CVE-2020-13092;GHSA-jjw5-xxj6-pcv5,4.006740730393519,1
scikit-learn/scikit-learn,scikit-learn,PYSEC-2020-108,unknown,,2020-11-21T21:15:00Z,0.24.dev0,,,0,CVE-2020-28975;GHSA-jxfp-4rvq-9h9m,1913.76055000728,1
scikit-learn/scikit-learn,scikit-learn,PYSEC-2024-110,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,2024-06-06T19:16:00Z,70ca21f106b603b611da73012c9ade7cd8e438b8,,,0,CVE-2024-5206;GHSA-jw8x-6495-233v,620.8431888961691,0
microsoft/LightGBM,lightgbm,GHSA-2586-f3p4-hq84,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,2024-11-12T18:30:58Z,4.6.0,2025-02-15 04:02:50.961595+00:00,94.3971407592014,1,CVE-2024-43598;PYSEC-2024-231,94.3971407592014,0
microsoft/LightGBM,lightgbm,PYSEC-2024-231,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2024-11-12T18:15:28Z,4.6.0,2025-02-15 04:02:50.961595+00:00,94.40790464809028,1,CVE-2024-43598;GHSA-2586-f3p4-hq84,94.40790464809028,0
tensorflow/tensorflow,tensorflow,GHSA-23hm-7w47-xw72,critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,2022-02-09T18:28:54Z,2.5.3,2022-02-02 16:55:58.910924+00:00,-7.064526493935186,1,BIT-tensorflow-2022-21726;CVE-2022-21726;PYSEC-2022-105;PYSEC-2022-50,-7.064526493935186,0
tensorflow/tensorflow,tensorflow,GHSA-2475-53vw-vp25,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-09-16T22:16:52Z,2.7.2,2022-05-16 18:54:48.982865+00:00,-123.14031269832176,1,BIT-tensorflow-2022-35968;CVE-2022-35968,-123.14031269832176,0
tensorflow/tensorflow,tensorflow,GHSA-247x-2f9f-5wp7,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-02-09T23:30:01Z,2.5.3,2022-02-02 16:55:58.910924+00:00,-7.273635290231482,1,BIT-tensorflow-2022-23591;CVE-2022-23591;PYSEC-2022-100;PYSEC-2022-155,-7.273635290231482,0
tensorflow/tensorflow,tensorflow,GHSA-24x4-6qmh-88qg,high,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,2022-02-09T23:57:42Z,2.5.3,2022-02-02 16:55:58.910924+00:00,-7.292859827268519,1,BIT-tensorflow-2022-23584;CVE-2022-23584;PYSEC-2022-148;PYSEC-2022-93,-7.292859827268519,0
tensorflow/tensorflow,tensorflow,GHSA-24x6-8c7m-hv3f,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:26:53Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.274039965671296,1,BIT-tensorflow-2021-29590;CVE-2021-29590;PYSEC-2021-227;PYSEC-2021-518;PYSEC-2021-716,25.274039965671296,0
tensorflow/tensorflow,tensorflow,GHSA-26j7-6w8w-7922,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:26:43Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.27415570641204,1,BIT-tensorflow-2021-29586;CVE-2021-29586;PYSEC-2021-223;PYSEC-2021-514;PYSEC-2021-712,25.27415570641204,0
tensorflow/tensorflow,tensorflow,GHSA-278g-rq84-9hmg,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2021-08-25T14:41:36Z,2.3.4,2021-08-10 21:51:35.142457+00:00,-14.701398814155093,1,BIT-tensorflow-2021-37673;CVE-2021-37673;PYSEC-2021-295;PYSEC-2021-586;PYSEC-2021-784,-14.701398814155093,0
tensorflow/tensorflow,tensorflow,GHSA-27j5-4p9v-pp67,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2021-08-25T14:43:40Z,2.3.4,2021-08-10 21:51:35.142457+00:00,-14.702833999340278,1,BIT-tensorflow-2021-37644;CVE-2021-37644;PYSEC-2021-266;PYSEC-2021-557;PYSEC-2021-755,-14.702833999340278,0
tensorflow/tensorflow,tensorflow,GHSA-27qf-jwm8-g7f3,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2021-08-25T14:39:17Z,2.3.4,2021-08-10 21:51:35.142457+00:00,-14.699790017858795,1,BIT-tensorflow-2021-37691;CVE-2021-37691;PYSEC-2021-313;PYSEC-2021-604;PYSEC-2021-802,-14.699790017858795,0
tensorflow/tensorflow,tensorflow,GHSA-27rc-728f-x5w2,high,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:H,2022-11-21T21:54:26Z,2.8.4,2022-11-16 18:45:38.407286+00:00,-5.131106397152778,1,BIT-tensorflow-2022-41899;CVE-2022-41899,-5.131106397152778,0
tensorflow/tensorflow,tensorflow,GHSA-2cpx-427x-q2c6,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:21:43Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.27762792863426,1,BIT-tensorflow-2021-29523;CVE-2021-29523;PYSEC-2021-160;PYSEC-2021-451;PYSEC-2021-649,25.27762792863426,0
tensorflow/tensorflow,tensorflow,GHSA-2gfx-95x2-5v3x,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:22:32Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.27706079900463,1,BIT-tensorflow-2021-29536;CVE-2021-29536;PYSEC-2021-173;PYSEC-2021-464;PYSEC-2021-662,25.27706079900463,0
tensorflow/tensorflow,tensorflow,GHSA-2p25-55c9-h58q,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2021-11-10T19:33:58Z,2.6.1,2021-11-01 20:30:07.568333+00:00,-8.961000366516204,1,BIT-tensorflow-2021-41198;CVE-2021-41198;PYSEC-2021-391;PYSEC-2021-608;PYSEC-2021-806,-8.961000366516204,0
tensorflow/tensorflow,tensorflow,GHSA-2p9q-h29j-3f5v,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2022-05-24T16:38:47Z,2.6.4,2022-05-16 18:35:54.612163+00:00,-7.918661896261574,1,BIT-tensorflow-2022-29193;CVE-2022-29193,-7.918661896261574,0
tensorflow/tensorflow,tensorflow,GHSA-2r2f-g8mw-9gvr,high,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H,2022-05-24T22:14:22Z,2.6.4,2022-05-16 18:35:54.612163+00:00,-8.151705877743055,1,BIT-tensorflow-2022-29208;CVE-2022-29208,-8.151705877743055,0
tensorflow/tensorflow,tensorflow,GHSA-2r8p-fg3c-wcj4,high,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:H,2021-08-25T14:43:01Z,2.3.4,2021-08-10 21:51:35.142457+00:00,-14.702382610451387,1,BIT-tensorflow-2021-37654;CVE-2021-37654;PYSEC-2021-276;PYSEC-2021-567;PYSEC-2021-765,-14.702382610451387,0
tensorflow/tensorflow,tensorflow,GHSA-2vv3-56qg-g2cf,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2022-05-24T22:10:01Z,2.6.4,2022-05-16 18:35:54.612163+00:00,-8.148685044409723,1,BIT-tensorflow-2022-29200;CVE-2022-29200,-8.148685044409723,0
tensorflow/tensorflow,tensorflow,GHSA-2wmv-37vq-52g5,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2021-08-25T14:42:06Z,2.3.4,2021-08-10 21:51:35.142457+00:00,-14.701746036377315,1,BIT-tensorflow-2021-37668;CVE-2021-37668;PYSEC-2021-290;PYSEC-2021-581;PYSEC-2021-779,-14.701746036377315,0
tensorflow/tensorflow,tensorflow,GHSA-2xgj-xhgf-ggjv,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:L,2021-05-21T14:28:37Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.272836261967598,1,BIT-tensorflow-2021-29612;CVE-2021-29612;PYSEC-2021-249;PYSEC-2021-540;PYSEC-2021-738,25.272836261967598,0
tensorflow/tensorflow,tensorflow,GHSA-34f9-hjfq-rr8j,high,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2022-02-10T00:18:53Z,2.5.3,2022-02-02 16:55:58.910924+00:00,-7.307570475416667,1,BIT-tensorflow-2022-21729;CVE-2022-21729;PYSEC-2022-108;PYSEC-2022-53,-7.307570475416667,0
tensorflow/tensorflow,tensorflow,GHSA-368v-7v32-52fx,high,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:N/A:H,2022-11-21T22:04:27Z,2.8.4,2022-11-16 18:45:38.407286+00:00,-5.138062415671296,1,BIT-tensorflow-2022-41907;CVE-2022-41907,-5.138062415671296,0
tensorflow/tensorflow,tensorflow,GHSA-36vm-xw34-x4pj,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:25:02Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.27532468789352,1,BIT-tensorflow-2021-29562;CVE-2021-29562;PYSEC-2021-199;PYSEC-2021-490;PYSEC-2021-688,25.27532468789352,0
tensorflow/tensorflow,tensorflow,GHSA-374m-jm66-3vj8,high,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,2021-11-10T18:41:47Z,2.6.1,2021-11-01 20:30:07.568333+00:00,-8.924761940590278,1,BIT-tensorflow-2021-41226;CVE-2021-41226;PYSEC-2021-418;PYSEC-2021-635;PYSEC-2021-833,-8.924761940590278,0
tensorflow/tensorflow,tensorflow,GHSA-37jf-mjv6-xfqw,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-09-16T19:24:49Z,2.7.2,2022-05-16 18:54:48.982865+00:00,-123.02083353165509,1,BIT-tensorflow-2022-35999;CVE-2022-35999,-123.02083353165509,0
tensorflow/tensorflow,tensorflow,GHSA-393f-2jr3-cp69,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:22:21Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.277188113819445,1,BIT-tensorflow-2021-29533;CVE-2021-29533;PYSEC-2021-170;PYSEC-2021-461;PYSEC-2021-659,25.277188113819445,0
tensorflow/tensorflow,tensorflow,GHSA-397c-5g2j-qxpv,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-09-16T22:27:28Z,2.7.2,2022-05-16 18:54:48.982865+00:00,-123.14767380943287,1,BIT-tensorflow-2022-35982;CVE-2022-35982,-123.14767380943287,0
tensorflow/tensorflow,tensorflow,GHSA-3ff2-r28g-w7h9,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2021-11-10T18:57:19Z,2.6.1,2021-11-01 20:30:07.568333+00:00,-8.935548977627315,1,BIT-tensorflow-2021-41216;CVE-2021-41216;PYSEC-2021-408;PYSEC-2021-625;PYSEC-2021-823,-8.935548977627315,0
tensorflow/tensorflow,tensorflow,GHSA-3h8m-483j-7xxm,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:25:22Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.27509320641204,1,BIT-tensorflow-2021-29569;CVE-2021-29569;PYSEC-2021-206;PYSEC-2021-497;PYSEC-2021-695,25.27509320641204,0
tensorflow/tensorflow,tensorflow,GHSA-3hxh-8cp2-g4hg,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H,2021-08-25T14:39:22Z,2.3.4,2021-08-10 21:51:35.142457+00:00,-14.699847888229169,1,BIT-tensorflow-2021-37690;CVE-2021-37690;PYSEC-2021-312;PYSEC-2021-603;PYSEC-2021-801,-14.699847888229169,0
tensorflow/tensorflow,tensorflow,GHSA-3mw4-6rj6-74g5,high,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,2022-02-09T23:46:46Z,2.5.3,2022-02-02 16:55:58.910924+00:00,-7.285267234675926,1,BIT-tensorflow-2022-21739;CVE-2022-21739;PYSEC-2022-118;PYSEC-2022-63,-7.285267234675926,0
tensorflow/tensorflow,tensorflow,GHSA-3qgw-p4fm-x7gf,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:27:45Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.273438113819445,1,BIT-tensorflow-2021-29594;CVE-2021-29594;PYSEC-2021-231;PYSEC-2021-522;PYSEC-2021-720,25.273438113819445,0
tensorflow/tensorflow,tensorflow,GHSA-3qxp-qjq7-w4hf,medium,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:L,2021-05-21T14:22:13Z,2.1.4,2021-06-15 21:01:30.053034+00:00,25.27728070641204,1,BIT-tensorflow-2021-29531;CVE-2021-29531;PYSEC-2021-168;PYSEC-2021-459;PYSEC-2021-657,25.27728070641204,0
tensorflow/tensorflow,tensorflow,GHSA-3rcw-9p9x-582v,high,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H,2021-11-10T16:54:02Z,2.5.2,2021-11-01 20:22:54.060837+00:00,-8.85495299957176,1,BIT-tensorflow-2021-41228;CVE-2021-41228;PYSEC-2021-420;PYSEC-2021-637;PYSEC-2021-835,-8.85495299957176,0
