repo_full_name,package_name,osv_id,severity_class,severity_raw,published,fix_version,fix_date,time_to_fix_days,is_fixed,aliases,duration_days,severity_missing
psf/requests,requests,GHSA-652x-xj99-gmcc,high,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,2022-05-14T02:09:22Z,2.3.0,2014-05-16 17:57:05.539691+00:00,-2919.3418571795023,1,CVE-2014-1830;PYSEC-2014-14,-2919.3418571795023,0
psf/requests,requests,GHSA-9hjg-9r4m-mvj7,high,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,2025-06-09T19:06:08Z,2.32.4,2025-06-09 16:43:05.728107+00:00,-0.0993318506134259,1,CVE-2024-47081,-0.0993318506134259,0
psf/requests,requests,GHSA-9wx4-h78v-vm56,medium,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:H/I:H/A:N,2024-05-20T20:15:00Z,2.32.0,2024-05-20 16:08:19.530618+00:00,-0.1713017289583333,1,CVE-2024-35195,-0.1713017289583333,0
psf/requests,requests,GHSA-cfj3-7x9c-4p3h,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2022-05-17T03:49:35Z,2.3.0,2014-05-16 17:57:05.539691+00:00,-2922.41145208691,1,CVE-2014-1829;PYSEC-2014-13,-2922.41145208691,0
psf/requests,requests,GHSA-j8r2-6x86-q33q,high,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:C/C:H/I:N/A:N,2023-05-22T20:36:32Z,2.31.0,2023-05-22 15:12:42.313790+00:00,-0.2248806274305555,1,CVE-2023-32681;PYSEC-2023-74,-0.2248806274305555,0
psf/requests,requests,GHSA-pg2w-x9wp-vw92,unknown,,2022-05-13T01:11:23Z,2.6.0,2015-03-14 16:44:37.146829+00:00,-2616.351919596887,1,CVE-2015-2296;PYSEC-2015-17,-2616.351919596887,1
psf/requests,requests,GHSA-x84v-xcm2-53pg,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2018-10-29T19:06:46Z,2.20.0,2018-10-18 15:46:10.776819+00:00,-11.139296564594908,1,CVE-2018-18074;PYSEC-2018-28,-11.139296564594908,0
psf/requests,requests,PYSEC-2014-13,unknown,,2014-10-15T14:55:00Z,2.3.0,2014-05-16 17:57:05.539691+00:00,-151.87354699431714,1,CVE-2014-1829;GHSA-cfj3-7x9c-4p3h,-151.87354699431714,1
psf/requests,requests,PYSEC-2014-14,unknown,,2014-10-15T14:55:00Z,2.3.0,2014-05-16 17:57:05.539691+00:00,-151.87354699431714,1,CVE-2014-1830;GHSA-652x-xj99-gmcc,-151.87354699431714,1
psf/requests,requests,PYSEC-2015-17,unknown,,2015-03-18T16:59:00Z,3bd8afbff29e50b38f889b2f688785a669b9aafc,,,0,CVE-2015-2296;GHSA-pg2w-x9wp-vw92,3988.938327785058,1
psf/requests,requests,PYSEC-2018-28,unknown,,2018-10-09T17:29:00Z,c45d7c49ea75133e52ab22a8e9e13173938e36ff,,,0,CVE-2018-18074;GHSA-x84v-xcm2-53pg,2687.9174944517245,1
psf/requests,requests,PYSEC-2023-74,unknown,,2023-05-26T18:15:00Z,74ea7cf7a6a27a4eeb2ae24e162bcc942a6706d5,,,0,CVE-2023-32681;GHSA-j8r2-6x86-q33q,997.88555000728,1
pallets/flask,flask,GHSA-4grg-w6v8-c28g,medium,CVSS:4.0/AV:L/AC:L/AT:P/PR:H/UI:N/VC:N/VI:N/VA:L/SC:N/SI:N/SA:N,2025-05-13T20:25:26Z,3.1.1,2025-05-13 15:01:15.591997+00:00,-0.2251204629976851,1,CVE-2025-47278,-0.2251204629976851,0
pallets/flask,flask,GHSA-562c-5r94-xh97,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2018-08-23T19:10:40Z,0.12.3,2018-04-26 20:12:32.459965+00:00,-118.95703171336804,1,CVE-2018-1000656;PYSEC-2018-66,-118.95703171336804,0
pallets/flask,flask,GHSA-5wv5-4vpf-pj6m,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2019-07-19T16:12:46Z,1.0,2018-04-26 20:12:52.254298+00:00,-448.833260945625,1,CVE-2019-1010083;PYSEC-2019-179,-448.833260945625,0
pallets/flask,flask,GHSA-m2qf-hxjv-5gpq,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2023-05-01T19:22:20Z,2.3.2,2023-05-01 15:42:08.893644+00:00,-0.1529063235648148,1,CVE-2023-30861;PYSEC-2023-62,-0.1529063235648148,0
pallets/flask,flask,PYSEC-2018-66,unknown,,2018-08-20T19:31:00Z,0.12.3,2018-04-26 20:12:32.459965+00:00,-115.97115208373845,1,CVE-2018-1000656;GHSA-562c-5r94-xh97,-115.97115208373845,1
pallets/flask,flask,PYSEC-2019-179,unknown,,2019-07-17T14:15:00Z,1.0,2018-04-26 20:12:52.254298+00:00,-446.7514785382176,1,CVE-2019-1010083;GHSA-5wv5-4vpf-pj6m,-446.7514785382176,1
pallets/flask,flask,PYSEC-2023-62,unknown,,2023-05-02T18:15:00Z,70f906c51ce49c485f1d355703e9cc3386b1cc2b,,,0,CVE-2023-30861;GHSA-m2qf-hxjv-5gpq,1021.88555000728,1
django/django,django,GHSA-2655-q453-22f9,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,2022-05-17T05:10:31Z,1.3.4,2013-03-05 22:33:47.875562+00:00,-3359.27549912544,1,CVE-2012-4520;PYSEC-2012-7,-3359.27549912544,0
django/django,django,GHSA-296w-6qhq-gf92,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-14T02:05:08Z,1.4.14,2014-08-20 20:01:35.076618+00:00,-2823.252464390996,1,CVE-2014-0481;PYSEC-2014-5,-2823.252464390996,0
django/django,django,GHSA-2f9x-5v75-3qv4,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2019-01-04T17:50:00Z,2.0.3,2018-03-06 14:05:32.353199+00:00,-304.1558755416782,1,CVE-2018-7537;PYSEC-2018-6,-304.1558755416782,0
django/django,django,GHSA-2gwj-7jmv-h26r,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2022-04-13T00:00:33Z,2.2.28,2022-04-11 07:52:52.782601+00:00,-1.6719932569328702,1,BIT-django-2022-28346;CVE-2022-28346;PYSEC-2022-190,-1.6719932569328702,0
django/django,django,GHSA-2hrw-hx67-34x6,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2023-02-15T03:30:47Z,3.2.18,2023-02-14 08:25:28.389548+00:00,-0.7953542876388888,1,BIT-django-2023-24580;CVE-2023-24580;PYSEC-2023-13,-0.7953542876388888,0
django/django,django,GHSA-2m34-jcjv-45xf,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2020-06-05T16:24:28Z,2.2.13,2020-06-03 09:36:32.337142+00:00,-2.283283134930556,1,BIT-django-2020-13596;CVE-2020-13596;PYSEC-2020-32,-2.283283134930556,0
django/django,django,GHSA-2mcm-79hx-8fxw,high,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,2026-02-03T15:30:23Z,6.0.2,2026-02-03 13:50:15.501752+00:00,-0.0695312297222222,1,BIT-django-2025-13473;CVE-2025-13473,-0.0695312297222222,0
django/django,django,GHSA-337x-4q8g-prc5,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2019-01-14T16:20:05Z,1.11.18,2019-01-04 14:10:44.776909+00:00,-10.089817396886572,1,CVE-2019-3498;PYSEC-2019-17,-10.089817396886572,0
django/django,django,GHSA-37hp-765x-j95x,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2019-01-04T17:50:26Z,1.10.7,2017-04-04 14:27:40.297406+00:00,-640.1408067429861,1,CVE-2017-7233;PYSEC-2017-9,-640.1408067429861,0
django/django,django,GHSA-3f2c-jm6v-cr35,critical,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2022-05-17T00:27:18Z,1.8.16,2016-11-01 14:09:28.452420+00:00,-2022.4290456895835,1,CVE-2016-9014;PYSEC-2016-18,-2022.4290456895835,0
django/django,django,GHSA-3gh2-xw74-jmcw,critical,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2020-06-05T14:52:07Z,1.11.29,2020-03-04 09:31:46.566802+00:00,-93.22245871756944,1,BIT-django-2020-9402;CVE-2020-9402;PYSEC-2020-36,-93.22245871756944,0
django/django,django,GHSA-3jqw-crqj-w8qw,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2018-07-23T19:51:35Z,1.2.7,2011-09-11 03:05:18.996286+00:00,-2507.698796339282,1,CVE-2011-4137;PYSEC-2011-2,-2507.698796339282,0
django/django,django,GHSA-46x4-9jmv-jc8p,high,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:N,2022-05-17T03:43:00Z,1.9.2,2016-02-01 17:17:18.693011+00:00,-2296.434505867928,1,CVE-2016-2048;PYSEC-2016-14,-2296.434505867928,0
django/django,django,GHSA-4894-5vqc-6r2r,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-17T01:33:07Z,1.5.2,2013-08-13 16:54:03.787628+00:00,-3198.360453846898,1,CVE-2013-4249;PYSEC-2013-19,-3198.360453846898,0
django/django,django,GHSA-4c42-4rxm-x6qf,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-17T04:53:45Z,1.4.8,2013-09-15 06:22:11.681231+00:00,-3165.938580078345,1,CVE-2013-1443;PYSEC-2013-18,-3165.938580078345,0
django/django,django,GHSA-53qw-q765-4fww,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-01-12T19:20:53Z,2.2.26,2022-01-04 09:53:18.329006+00:00,-8.394151284652779,1,BIT-django-2021-45115;CVE-2021-45115;PYSEC-2022-1,-8.394151284652779,0
django/django,django,GHSA-54qj-48vx-cr9f,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-01T23:48:43Z,0.91.2,,,0,CVE-2008-2302;PYSEC-2008-1,1387.6538023220949,0
django/django,django,GHSA-59w8-4wm2-4xw8,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-17T05:12:01Z,1.3.2,2012-07-30 23:02:55.545349+00:00,-3577.2563131325346,1,CVE-2012-3443;PYSEC-2012-3,-3577.2563131325346,0
django/django,django,GHSA-5h2q-4hrp-v9rr,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-17T05:12:01Z,1.3.2,2012-07-30 23:02:55.545349+00:00,-3577.2563131325346,1,CVE-2012-3444;PYSEC-2012-4,-3577.2563131325346,0
django/django,django,GHSA-5hg3-6c2f-f3wr,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2018-10-04T21:58:46Z,2.0.8,2018-08-01 13:51:58.926049+00:00,-64.33804483739584,1,CVE-2018-14574;PYSEC-2018-2,-64.33804483739584,0
django/django,django,GHSA-5hgc-2vfp-mqvc,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2024-10-08T18:33:13Z,5.1.1,2024-09-03 14:01:12.448544+00:00,-35.188895271481485,1,BIT-django-2024-45230;CVE-2024-45230;PYSEC-2024-102,-35.188895271481485,0
django/django,django,GHSA-5j2h-h5hg-3wf8,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,2018-07-23T19:51:10Z,1.1.4,2011-02-09 04:13:07.000075+00:00,-2721.651423610243,1,CVE-2011-0696;PYSEC-2011-10,-2721.651423610243,0
django/django,django,GHSA-625g-gx8c-xcmg,high,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2022-05-14T02:09:22Z,1.4.14,2014-08-20 20:01:35.076618+00:00,-2823.2554042058105,1,CVE-2014-0482;PYSEC-2014-6,-2823.2554042058105,0
django/django,django,GHSA-6426-9fv3-65x8,high,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,2026-02-03T15:30:24Z,6.0.2,2026-02-03 13:50:15.501752+00:00,-0.0695428037962962,1,BIT-django-2026-1312;CVE-2026-1312,-0.0695428037962962,0
django/django,django,GHSA-6565-fg86-6jcx,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-17T03:34:12Z,1.7.6,2015-03-09 15:30:40.158699+00:00,-2625.5024518669097,1,CVE-2015-2241;PYSEC-2015-8,-2625.5024518669097,0
django/django,django,GHSA-68w8-qjq3-2gfm,high,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,2021-06-10T17:21:00Z,2.2.24,2021-06-02 08:53:39.899614+00:00,-8.352315976689814,1,BIT-django-2021-33203;CVE-2021-33203;PYSEC-2021-98,-8.352315976689814,0
django/django,django,GHSA-6c3j-c64m-qhgq,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2019-04-26T16:29:11Z,2.1.9,2019-06-03 10:11:04.565407+00:00,37.73742552554398,1,CVE-2019-11358;DRUPAL-CORE-2019-006,37.73742552554398,0
django/django,django,GHSA-6c7v-2f49-8h26,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2019-07-03T20:37:25Z,2.1.10,2019-07-01 07:19:18.135804+00:00,-2.5542461133796297,1,CVE-2019-12781;PYSEC-2019-10,-2.5542461133796297,0
django/django,django,GHSA-6cw3-g6wv-c2xv,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-02-04T00:00:26Z,2.2.27,2022-02-01 07:56:15.889914+00:00,-2.669561459328704,1,BIT-django-2022-23833;CVE-2022-23833;PYSEC-2022-20,-2.669561459328704,0
django/django,django,GHSA-6g95-x6cj-mg4v,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-17T03:20:50Z,1.6.10,2015-01-13 18:48:42.343729+00:00,-2680.355644169804,1,CVE-2015-0222;PYSEC-2015-7,-2680.355644169804,0
django/django,django,GHSA-6mx3-3vqg-hpp2,high,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,2018-10-03T20:07:39Z,2.1.2,2018-10-01 09:22:12.971407+00:00,-2.4482179235300925,1,CVE-2018-16984;PYSEC-2018-3,-2.4482179235300925,0
django/django,django,GHSA-6r97-cj55-9hrq,critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2019-08-16T14:00:34Z,1.11.23,2019-08-01 09:04:24.934545+00:00,-15.20566047980324,1,CVE-2019-14234;PYSEC-2019-13,-15.20566047980324,0
django/django,django,GHSA-6w2r-r2m5-xq5w,high,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N,2025-09-08T18:31:31Z,4.2.24,2025-09-03 13:13:51.365908+00:00,-5.220597616805556,1,BIT-django-2025-57833;CVE-2025-57833,-5.220597616805556,0
django/django,django,GHSA-6wcr-wcqm-3mfh,medium,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:N/A:N,2022-05-17T03:25:24Z,1.7.11,2015-11-24 17:19:47.417001+00:00,-2365.4205623032294,1,CVE-2015-8213;PYSEC-2015-11,-2365.4205623032294,0
django/django,django,GHSA-6wgp-fwfm-mxp3,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,2022-05-17T03:29:56Z,1.8.2,2015-05-20 18:02:14.621999+00:00,-2553.3942289120487,1,CVE-2015-3982;PYSEC-2015-19,-2553.3942289120487,0
django/django,django,GHSA-78vx-ggch-wghm,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-17T05:12:01Z,1.3.2,2012-07-30 23:02:55.545349+00:00,-3577.2563131325346,1,CVE-2012-3442;PYSEC-2012-2,-3577.2563131325346,0
django/django,django,GHSA-795c-9xpc-xw6g,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2024-08-07T15:30:42Z,5.0.8,2024-08-06 13:28:41.102153+00:00,-1.0847326139699074,1,BIT-django-2024-41990;CVE-2024-41990;PYSEC-2024-68,-1.0847326139699074,0
django/django,django,GHSA-7fq8-4pv5-5w5c,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-14T02:06:51Z,1.4.20,2015-03-19 00:03:58.032976+00:00,-2613.0853352664813,1,CVE-2015-2317;PYSEC-2015-9,-2613.0853352664813,0
django/django,django,GHSA-7g9h-c88w-r7h2,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2018-07-23T19:52:31Z,1.1.4,2011-02-09 04:13:07.000075+00:00,-2721.652361110243,1,CVE-2011-0698;PYSEC-2011-12,-2721.652361110243,0
django/django,django,GHSA-7h4p-27mh-hmrw,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2023-11-03T06:36:29Z,3.2.21,2023-09-04 10:58:15.304456+00:00,-59.81821406879629,1,BIT-django-2023-41164;CVE-2023-41164;PYSEC-2023-225,-59.81821406879629,0
django/django,django,GHSA-7qfw-j7hp-v45g,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2022-05-17T03:20:54Z,1.4.18,2015-01-13 18:54:01.979098+00:00,-2680.3519909826623,1,CVE-2015-0219;PYSEC-2015-4,-2680.3519909826623,0
django/django,django,GHSA-7rp2-fm2h-wchj,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2019-06-10T18:43:25Z,1.11.21,2019-06-03 10:10:58.728571+00:00,-7.355859623020833,1,CVE-2019-12308;PYSEC-2019-79,-7.355859623020833,0
django/django,django,GHSA-7wph-fc4w-wqp2,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2018-07-23T19:51:59Z,1.1.3,2010-12-23 05:14:23.509436+00:00,-2769.6094385481942,1,CVE-2010-4535;PYSEC-2011-9,-2769.6094385481942,0
django/django,django,GHSA-7xr5-9hcq-chf9,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:N,2025-06-05T03:30:58Z,5.2.2,2025-06-04 13:52:33.140603+00:00,-0.5683432800578704,1,BIT-django-2025-48432;CVE-2025-48432;PYSEC-2025-47,-0.5683432800578704,0
django/django,django,GHSA-8498-2h75-472j,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024-12-06T12:30:47Z,5.1.4,2024-12-04 15:09:01.608520+00:00,-1.890108697685185,1,BIT-django-2024-53907;CVE-2024-53907;PYSEC-2024-156,-1.890108697685185,0
django/django,django,GHSA-89hj-xfx5-7q66,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2022-05-17T03:07:04Z,1.4.11,2014-04-21 22:40:17.318319+00:00,-2947.185262519456,1,CVE-2014-0473;PYSEC-2014-2,-2947.185262519456,0
django/django,django,GHSA-8c5j-9r9f-c6w8,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2022-01-12T19:21:10Z,2.2.26,2022-01-04 09:53:18.329006+00:00,-8.394348043912037,1,BIT-django-2021-45116;CVE-2021-45116;PYSEC-2022-2,-8.394348043912037,0
django/django,django,GHSA-8j24-cjrq-gr2m,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2025-05-08T06:30:33Z,4.2.21,2025-05-07 14:07:01.318915+00:00,-0.6830055681134258,1,BIT-django-2025-32873;CVE-2025-32873;PYSEC-2025-37,-0.6830055681134258,0
django/django,django,GHSA-8m3r-rv5g-fcpq,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2018-07-23T21:01:00Z,1.1.4,2011-02-09 04:13:07.000075+00:00,-2721.6999189806133,1,CVE-2011-0697;PYSEC-2011-11,-2721.6999189806133,0
django/django,django,GHSA-8x94-hmjh-97hq,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2022-08-11T14:49:12Z,3.2.15,2022-08-03 07:38:15.296674+00:00,-8.299267399606482,1,BIT-django-2022-36359;CVE-2022-36359;PYSEC-2022-245,-8.299267399606482,0
django/django,django,GHSA-95rw-fx8r-36v6,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-02-04T00:00:33Z,2.2.27,2022-02-01 07:56:15.889914+00:00,-2.6696424778472223,1,BIT-django-2022-22818;CVE-2022-22818;PYSEC-2022-19,-2.6696424778472223,0
django/django,django,GHSA-9cwg-mhxf-hh59,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-17T00:23:23Z,1.4.6,2013-08-13 16:52:54.160398+00:00,-3198.3128337916896,1,CVE-2013-6044;PYSEC-2013-21,-3198.3128337916896,0
django/django,django,GHSA-9jmf-237g-qf46,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2024-07-10T06:33:52Z,5.0.7,2024-07-09 14:07:00.731173+00:00,-0.6853156114236111,1,BIT-django-2024-39330;CVE-2024-39330;PYSEC-2024-58,-0.6853156114236111,0
django/django,django,GHSA-9r8w-6x8c-6jr9,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2019-01-04T17:50:34Z,1.10.8,2017-09-05 15:31:48.077227+00:00,-486.09636484690975,1,CVE-2017-12794;PYSEC-2017-44,-486.09636484690975,0
django/django,django,GHSA-9v8h-57gv-qch6,critical,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-01T18:36:08Z,0.96.1,,,0,CVE-2007-5712;PYSEC-2007-1,1387.870874081354,0
django/django,django,GHSA-9xg7-gg9m-rmq9,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2022-05-02T03:37:17Z,0.96.4,,,0,CVE-2009-2659;PYSEC-2009-3,1387.495075470243,0
django/django,django,GHSA-c4qh-4vgv-qc6g,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2019-08-06T01:43:29Z,1.11.23,2019-08-01 09:04:24.934545+00:00,-4.693797053877314,1,CVE-2019-14232;PYSEC-2019-11,-4.693797053877314,0
django/django,django,GHSA-c8c8-9472-w52h,high,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-14T02:46:13Z,1.8.14,2016-07-18 18:38:12.976852+00:00,-2125.3388891568056,1,CVE-2016-6186;PYSEC-2016-2,-2125.3388891568056,0
django/django,django,GHSA-cqf7-ff9h-7967,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2022-05-17T00:48:30Z,1.8.3,2015-07-08 19:43:24.197330+00:00,-2504.211872716088,1,CVE-2015-5145;PYSEC-2015-21,-2504.211872716088,0
django/django,django,GHSA-crhm-qpjc-cm64,critical,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,2022-05-14T03:55:50Z,1.8.15,2016-09-26 18:30:16.752726+00:00,-2055.392745917523,1,CVE-2016-7401;PYSEC-2016-3,-2055.392745917523,0
django/django,django,GHSA-f6f8-9mx6-9mx2,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2024-07-10T06:33:52Z,5.0.7,2024-07-09 14:07:00.731173+00:00,-0.6853156114236111,1,BIT-django-2024-39614;CVE-2024-39614;PYSEC-2024-59,-0.6853156114236111,0
django/django,django,GHSA-f7cm-ccfp-3q4r,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,2022-05-14T02:09:22Z,1.4.14,2014-08-20 20:01:35.076618+00:00,-2823.2554042058105,1,CVE-2014-0480;PYSEC-2014-4,-2823.2554042058105,0
django/django,django,GHSA-fp6p-5xvw-m74f,high,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N,2022-05-17T01:09:58Z,1.8.10,2016-03-01 17:10:07.758955+00:00,-2267.333220382465,1,CVE-2016-2513;PYSEC-2016-16,-2267.333220382465,0
django/django,django,GHSA-fr28-569j-53c4,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2021-03-18T20:30:01Z,2.2.16,2020-09-01 09:14:25.126958+00:00,-198.46916519724536,1,BIT-django-2020-24584;CVE-2020-24584;PYSEC-2020-34,-198.46916519724536,0
django/django,django,GHSA-frmv-pr5f-9mcr,critical,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2025-11-05T15:31:07Z,5.2.8,2025-11-05 14:07:28.761361+00:00,-0.0580814657291666,1,BIT-django-2025-64459;CVE-2025-64459,-0.0580814657291666,0
django/django,django,GHSA-fvgf-6h6h-3322,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2021-03-18T20:29:49Z,2.2.18,2021-02-01 09:28:14.241915+00:00,-45.45943007042824,1,BIT-django-2021-3281;CVE-2021-3281;PYSEC-2021-9,-45.45943007042824,0
django/django,django,GHSA-fwr5-q9rx-294f,high,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2018-07-23T19:51:40Z,1.1.3,2010-12-23 05:14:23.509436+00:00,-2769.609218640787,1,CVE-2010-4534;PYSEC-2011-8,-2769.609218640787,0
django/django,django,GHSA-fxpg-gg9g-76gj,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2018-07-23T19:52:42Z,1.2.2,2010-09-09 02:41:25.682749+00:00,-2874.716161079294,1,CVE-2010-3082;PYSEC-2010-12,-2874.716161079294,0
django/django,django,GHSA-g8xg-jgj6-49r3,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,2022-05-05T02:48:45Z,1.3.6,2013-02-19 20:32:04.436478+00:00,-3361.261580596319,1,CVE-2013-0306;PYSEC-2013-17,-3361.261580596319,0
django/django,django,GHSA-gv98-g628-m9x5,high,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,2022-05-17T03:20:49Z,1.4.18,2015-01-13 18:54:01.979098+00:00,-2680.351933112292,1,CVE-2015-0220;PYSEC-2015-5,-2680.351933112292,0
