repo_full_name,quarter,critical,high,medium,unknown,low,vuln_total,vuln_severe
tensorflow/tensorflow,2021-Q4,1.0,15.0,18.0,34.0,0,68.0,16.0
tensorflow/tensorflow,2022-Q1,15.0,43.0,2.0,0.0,0,60.0,58.0
tensorflow/tensorflow,2022-Q2,0.0,2.0,22.0,1.0,0,25.0,2.0
tensorflow/tensorflow,2022-Q3,56.0,0.0,0.0,2.0,0,58.0,56.0
tensorflow/tensorflow,2022-Q4,1.0,24.0,1.0,2.0,0,28.0,25.0
tensorflow/tensorflow,2023-Q1,18.0,3.0,0.0,0.0,0,21.0,21.0
tensorflow/tensorflow,2024-Q3,1.0,0.0,0.0,0.0,0,1.0,1.0
tornadoweb/tornado,2012-Q2,0.0,0.0,0.0,1.0,0,1.0,0.0
tornadoweb/tornado,2020-Q1,0.0,0.0,0.0,1.0,0,1.0,0.0
tornadoweb/tornado,2022-Q2,1.0,1.0,0.0,0.0,0,2.0,2.0
tornadoweb/tornado,2023-Q2,0.0,1.0,0.0,1.0,0,2.0,1.0
tornadoweb/tornado,2023-Q3,0.0,0.0,0.0,1.0,0,1.0,0.0
tornadoweb/tornado,2024-Q2,0.0,2.0,0.0,0.0,0,2.0,2.0
tornadoweb/tornado,2024-Q4,1.0,0.0,0.0,0.0,0,1.0,1.0
tornadoweb/tornado,2025-Q2,1.0,0.0,0.0,0.0,0,1.0,1.0
tortoise/tortoise-orm,2020-Q2,0.0,1.0,0.0,1.0,0,2.0,1.0
tox-dev/py-filelock,2025-Q4,0.0,1.0,0.0,0.0,0,1.0,1.0
tox-dev/py-filelock,2026-Q1,0.0,0.0,1.0,0.0,0,1.0,0.0
tqdm/tqdm,2017-Q1,0.0,0.0,0.0,1.0,0,1.0,0.0
tqdm/tqdm,2022-Q2,0.0,1.0,0.0,0.0,0,1.0,1.0
tqdm/tqdm,2024-Q2,0.0,0.0,1.0,0.0,0,1.0,0.0
ultrajson/ultrajson,2021-Q3,0.0,0.0,0.0,1.0,0,1.0,0.0
ultrajson/ultrajson,2022-Q1,0.0,0.0,1.0,2.0,0,3.0,0.0
ultrajson/ultrajson,2022-Q3,2.0,0.0,0.0,0.0,0,2.0,2.0
urllib3/urllib3,2017-Q1,0.0,0.0,0.0,1.0,0,1.0,0.0
urllib3/urllib3,2018-Q4,1.0,0.0,0.0,1.0,0,2.0,1.0
urllib3/urllib3,2019-Q2,1.0,0.0,0.0,2.0,0,3.0,1.0
urllib3/urllib3,2020-Q1,0.0,0.0,0.0,1.0,0,1.0,0.0
urllib3/urllib3,2020-Q3,0.0,0.0,0.0,1.0,0,1.0,0.0
urllib3/urllib3,2021-Q1,0.0,1.0,0.0,1.0,0,2.0,1.0
urllib3/urllib3,2021-Q2,2.0,1.0,0.0,1.0,0,4.0,3.0
urllib3/urllib3,2022-Q2,0.0,2.0,0.0,0.0,0,2.0,2.0
urllib3/urllib3,2023-Q4,1.0,3.0,2.0,0.0,0,6.0,4.0
urllib3/urllib3,2024-Q2,0.0,0.0,1.0,0.0,0,1.0,0.0
urllib3/urllib3,2025-Q2,0.0,2.0,0.0,0.0,0,2.0,2.0
urllib3/urllib3,2025-Q4,2.0,0.0,0.0,0.0,0,2.0,2.0
urllib3/urllib3,2026-Q1,1.0,0.0,0.0,0.0,0,1.0,1.0
yaml/pyyaml,2018-Q2,0.0,0.0,0.0,1.0,0,1.0,0.0
yaml/pyyaml,2019-Q1,1.0,0.0,0.0,0.0,0,1.0,1.0
yaml/pyyaml,2020-Q1,0.0,0.0,0.0,2.0,0,2.0,0.0
yaml/pyyaml,2021-Q1,1.0,0.0,0.0,1.0,0,2.0,1.0
yaml/pyyaml,2021-Q2,2.0,0.0,0.0,0.0,0,2.0,2.0
